ID;type;labels;word_counts;num_sentences;num_syllables;avg_syllables_per_word;fk_grade;fk_read;Analytic;Authentic;Tone;tone_pos;tone_neg;focuspast;focuspresent;focusfuture;Cognition;memory;Self-reference;Other-reference;Contextual Embedding;Perceptual Details;Reality Monitoring;concr_score;Temporal details;Spatial details;People;Quantity details
358;G;T;46;4;64;1.422222222;5.3;76.93;3.04;60.36;97.48;6.52;0;0;10.87;0;19.57;0;6.52;4.34;0;0;-13.05;2.844166667;0;0;0;0
358;M;F;80;7;102;1.307692308;4.1;85.59;11.36;28.56;59.44;5;2.5;3.75;8.75;2.5;17.5;0;5;6.25;8.75;0;-1.25;3.168181818;0;1.25;0;0
358;C;F;87;8;115;1.32183908;4;85.79;13.62;1;20.23;1.15;1.15;0;8.05;0;21.84;0;1.15;8.05;8.05;2.3;-9.19;3.298;2.298850575;0;0;0
359;A;F;54;5;77;1.425925926;5.1;77.43;33.38;5.41;1;0;12.96;3.7;5.56;1.85;18.52;0;1.85;5.56;1.85;0;-3.71;2.906842105;0;0;0;0
359;E;T;97;6;137;1.412371134;7.2;71.95;6.95;31.5;4.31;2.06;4.12;1.03;8.25;3.09;16.49;0;7.22;5.15;5.15;2.06;-3.09;2.965;0;0;0;0
359;G;T;100;7;136;1.36;6.5;73.88;19.3;89.39;34.28;2;1;7;2;0;16;0;9;2;12;1;0;3.003225806;0;1;0;1
359;M;F;70;6;106;1.514285714;6.7;68.06;43.94;16.97;20.23;0;0;2.86;5.71;2.86;14.29;0;5.71;4.29;12.86;0;-1.43;3.057826087;0;1.428571429;0;0
359;C;F;100;5;139;1.39;8.7;68.1;69.05;13.33;10.35;5;6;2;4;1;18;0;1;5;7;0;0;2.925384615;1;0;0;0
360;A;F;44;3;52;1.238095238;4;91.11;20.83;5.07;1;0;9.09;2.27;2.27;0;25;0;2.27;9.09;4.55;0;-11.36;3.099166667;0;0;0;2.272727273
360;E;T;58;3;72;1.263157895;7.2;77.57;3;4.25;99;8.62;0;1.72;5.17;1.72;27.59;0;1.72;6.9;6.89;0;-12.08;2.577142857;0;0;0;0
360;G;T;34;3;47;1.382352941;5.3;76.93;22.63;67.28;66.58;2.94;0;5.88;2.94;0;23.53;0;8.82;2.94;0;0;-20.59;2.9125;0;0;0;2.941176471
360;M;F;30;2;39;1.3;5.6;81.63;2.14;93.95;20.23;0;0;0;6.67;3.33;43.33;0;3.33;0;6.67;0;-36.66;2.63625;0;0;0;0
360;C;F;40;3;46;1.210526316;3.5;92.42;1.62;28.56;20.23;0;0;0;7.5;10;17.5;0;2.5;7.5;12.5;2.5;-2.5;3.339166667;0;0;0;0
361;A;F;55;4;73;1.327272727;5.1;82.85;45.12;16.38;1;1.82;7.27;0;7.27;0;25.45;0;5.45;0;3.64;0;-12.72;2.855714286;0;0;0;0
361;E;T;55;4;77;1.4;6.3;74.39;34.49;63.35;1;0;3.64;3.64;9.09;0;23.64;0;3.64;0;9.09;1.82;-9.09;2.737368421;0;0;0;0
361;G;T;46;4;61;1.326086957;4.2;85.18;41.01;29.9;97.48;6.52;0;0;8.7;0;15.22;0;2.17;0;8.7;2.17;2.17;3.009333333;0;0;0;4.347826087
361;M;F;37;4;54;1.459459459;5.7;70.5;21.37;73.75;93.12;5.41;0;5.41;8.11;0;21.62;0;0;2.7;16.22;0;0.01;3.460769231;0;0;0;0
361;C;F;38;4;60;1.578947368;7;61.83;44.4;18.39;61.63;5.26;2.63;0;7.89;0;18.42;0;0;0;15.79;2.63;7.89;2.845555556;0;0;0;0
362;A;F;36;3;43;1.264705882;4.2;85.39;10.19;39.59;1;0;5.56;2.78;8.33;0;13.89;0;0;11.11;8.33;0;0;2.693333333;0;0;0;2.777777778
362;E;T;23;2;32;1.454545455;6.4;68.77;34.72;98.67;1;4.35;8.7;0;4.35;0;13.04;0;4.35;4.35;17.4;0;17.4;3.133333333;0;0;0;0
362;G;T;36;3;47;1.305555556;4.4;84.68;10.19;1;64;2.78;0;0;5.56;0;19.44;0;2.78;5.56;2.78;0;-13.88;2.837692308;0;0;0;0
362;M;F;9;2;12;1.333333333;1.5;92.29;98.16;99;20.23;0;0;0;0;0;11.11;0;0;0;44.44;0;33.33;3.155;0;0;0;0
362;C;F;18;1;21;1.166666667;5.6;87.05;33.38;1.17;1;0;5.56;0;5.56;0;27.78;0;0;0;11.12;0;-11.1;3.346;0;0;0;0
363;A;F;84;4;111;1.405063291;8.7;68.3;42.52;24.32;8.95;2.38;3.57;3.57;7.14;4.76;13.1;0;0;3.57;13.09;0;5.94;3.206190476;0;0;0;0
363;E;T;103;4;147;1.47;11.9;54.56;27.94;52.37;33.82;2.91;1.94;0;6.8;0.97;24.27;0;0;4.85;10.67;1.94;-5.83;2.6221875;0;0;0;0
363;G;T;68;4;103;1.560606061;9.7;54.73;7.78;46.57;20.23;0;0;2.94;5.88;2.94;29.41;0;1.47;0;8.82;0;-20.59;2.557272727;0;0;0;0
363;M;F;121;6;169;1.420168067;8.7;68.3;28.71;33.04;20.23;1.65;1.65;4.13;4.13;0.83;9.09;0;4.13;4.13;12.4;0;6.62;2.934324324;0;0;0;0.826446281
363;C;F;82;5;109;1.379746835;7.1;72.36;37.58;1;1;3.66;7.32;3.66;4.88;1.22;10.98;0;2.44;0;6.1;1.22;7.32;3.177037037;0;0;0;0
364;A;F;71;3;99;1.414285714;10;64.75;65.6;10.7;1;0;9.86;0;5.63;0;15.49;0;1.41;4.23;7.04;0;1.41;2.936551724;0;0;0;0
364;E;T;68;3;79;1.179104478;7.3;82.68;19.42;67.28;7.16;4.41;5.88;7.35;1.47;0;13.24;0;11.76;0;5.88;2.94;5.87;2.912352941;0;0;0;1.470588235
364;G;T;46;3;58;1.260869565;5.7;81.33;28.85;74.45;3.88;4.35;6.52;4.35;4.35;0;19.57;0;4.34;0;13.04;4.34;8.68;2.748888889;0;0;2.173913043;0
364;M;F;19;2;25;1.315789474;3.5;87.21;52.34;99;92.27;5.26;0;5.26;5.26;0;5.26;0;0;0;42.1;0;42.1;3.46;0;0;0;0
364;C;F;23;1;34;1.47826087;11.1;56.59;60.52;17.84;84.9;4.35;0;0;4.35;0;26.09;0;0;4.35;0;0;-21.74;2.866363636;0;0;0;0
365;A;F;81;4;115;1.419753086;8.8;67.79;72.58;1;1;0;6.17;0;8.64;0;18.52;0;0;4.94;6.17;0;-6.18;2.807307692;0;0;0;0
365;E;T;86;4;133;1.564705882;11.6;49.86;76.62;8.25;9.15;3.49;4.65;1.16;3.49;1.16;17.44;0;0;2.33;10.46;0;1.16;2.832121212;0;0;0;0
365;G;T;74;4;119;1.630136986;10.4;52.9;66.85;27.74;1;0;4.05;8.11;1.35;0;16.22;0;1.35;0;13.51;0;1.34;2.818214286;1.351351351;0;0;0
365;M;F;74;4;128;1.72972973;11.7;44.24;77.13;13.97;39.97;2.7;1.35;0;4.05;0;21.62;0;0;1.35;9.46;1.35;-6.76;2.9716;0;1.351351351;0;0
365;C;F;71;4;107;1.507042254;9.1;61.87;87.46;31.69;7.54;2.82;4.23;2.82;7.04;2.82;9.86;0;2.82;1.41;11.27;0;8.45;3.183928571;0;0;0;0
366;A;F;37;2;44;1.189189189;5.8;86.54;15.89;9.25;99;10.81;0;2.7;5.41;0;13.51;0;0;2.7;10.81;0;8.11;3.2925;0;0;0;0
366;E;T;38;3;46;1.210526316;3.5;92.42;22.98;93.14;2.53;0;2.63;2.63;0;0;26.32;0;7.89;5.26;7.89;0;-15.8;2.643;0;0;0;0
366;G;T;68;2;87;1.298507463;12.8;62.85;51.16;46.57;85.53;4.41;0;2.94;4.41;2.94;16.18;0;1.47;0;10.29;1.47;-0.01;3.06;0;0;0;0
366;M;F;28;1;47;1.678571429;15.4;34.6;76.24;72.58;75.77;3.57;0;0;0;0;21.43;0;7.14;0;10.71;0;-7.15;2.679166667;0;3.571428571;0;0
366;C;F;30;3;50;1.666666667;8.4;52.87;22.17;1;99;13.33;0;0;13.33;0;3.33;0;0;3.33;3.33;0;16.67;3.145833333;0;0;0;0
367;A;F;58;5;64;1.185185185;2.8;94.35;20.17;67.94;20.23;3.45;3.45;0;0;0;29.31;0;15.52;0;1.72;0;-20.69;3.050666667;0;0;0;0
367;E;T;52;4;69;1.326923077;4.8;83.66;41.98;11.63;79.29;5.77;1.92;3.85;3.85;0;19.23;0;9.62;1.92;3.84;0;-7.7;2.855;0;0;0;0
367;G;T;43;4;59;1.404761905;5;77.74;24.69;53.52;87.73;4.65;0;2.33;9.3;0;18.6;0;9.3;2.33;2.33;2.33;-9.29;2.71875;0;0;0;0
367;M;F;44;4;55;1.279069767;4;85.89;16.24;66.42;55.62;2.27;0;0;0;0;20.45;0;11.36;2.27;6.82;0;-11.36;2.859230769;0;0;0;0
367;C;F;40;4;57;1.425;4.8;78.25;8.11;78.67;99;7.5;0;7.5;5;0;10;0;15;0;5;0;2.5;3.010714286;0;0;0;0
368;A;F;50;7;71;1.479166667;4.8;72.93;23.71;1.46;1;0;8;2;6;0;16;0;4;2;8;0;2;2.848666667;4;0;0;0
368;E;T;56;4;69;1.301886792;4.9;83.36;4.26;48.09;5.5;0;1.79;0;3.57;3.57;17.86;0;1.79;8.93;12.5;0;-3.57;2.942222222;0;0;0;0
368;G;T;72;4;99;1.47761194;8.7;62.88;10.19;1;7.66;2.78;4.17;2.78;6.94;1.39;19.44;0;1.39;5.56;5.56;0;-6.94;2.692380952;0;0;0;1.388888889
368;M;F;64;4;87;1.380952381;7.1;72.36;7.1;99;6.65;0;1.56;1.56;7.81;0;28.13;0;0;6.25;26.57;1.56;1.56;3.160526316;0;0;0;0
368;C;F;43;4;68;1.619047619;7.4;60.82;24.69;2.18;20.23;2.33;2.33;2.33;9.3;4.65;11.63;0;0;0;4.66;0;-2.32;3.211666667;0;0;0;0
369;A;F;40;3;51;1.342105263;4.7;83.96;32.63;28.56;1;0;12.5;5;12.5;0;10;0;0;0;10;0;12.5;3.373076923;2.5;0;0;0
369;E;T;24;2;35;1.458333333;6.8;67.76;73.36;39.59;20.23;0;0;8.33;12.5;0;16.67;0;0;0;4.17;0;-12.5;2.83375;0;0;0;0
369;G;T;36;3;42;1.2;3.1;93.44;14.43;10.18;93.93;5.56;0;0;2.78;0;19.44;0;5.56;5.56;2.78;5.56;-5.54;2.518;0;0;0;2.777777778
369;M;F;38;3;50;1.315789474;4.7;83.96;92.7;1;20.23;0;0;2.63;5.26;0;10.53;0;5.26;5.26;7.89;0;-2.64;3.382;0;2.631578947;0;2.631578947
369;C;F;29;4;39;1.392857143;3.7;81.29;84;21.61;20.23;0;0;0;6.9;0;24.14;0;0;0;6.9;0;-17.24;3.268;0;0;0;0
370;A;F;35;3;38;1.151515152;2.9;94.15;24.37;1;20.23;2.86;2.86;0;5.71;2.86;11.43;0;0;8.57;8.57;0;2.85;3.278;0;0;0;0
370;E;T;38;4;45;1.285714286;3.2;87.92;6.22;93.14;1;0;5.26;0;5.26;0;28.95;0;7.89;5.26;7.89;0;-15.8;2.542727273;0;0;0;0
370;G;T;47;3;57;1.266666667;5.6;81.63;4.97;71.66;1;2.13;8.51;2.13;2.13;0;31.91;0;6.38;6.38;0;2.13;-19.14;2.820769231;0;0;0;0
370;M;F;34;3;42;1.235294118;3;93.85;7.78;46.57;66.58;2.94;0;0;0;0;11.76;0;5.88;8.82;26.47;0;17.65;3.015;0;2.941176471;0;0
370;C;F;30;3;40;1.428571429;4.6;78.96;22.17;63.35;72.45;3.33;0;0;3.33;6.67;16.67;0;0;0;16.67;0;3.33;2.954444444;0;0;0;0
371;A;F;29;5;42;1.448275862;3.2;82.51;28.28;2.1;1;0;24.14;0;10.34;0;27.59;0;3.45;0;3.45;0;0;2.754285714;0;0;0;0
371;E;T;37;5;45;1.216216216;1.5;97.8;35.05;87;20.23;2.7;2.7;0;2.7;0;18.92;0;8.11;5.41;5.41;0;-8.1;2.324444444;0;0;0;0
371;G;T;48;4;67;1.395833333;5.6;76.22;26.1;68.87;96.74;6.25;0;0;8.33;0;22.92;0;4.17;2.08;4.17;0;-12.5;2.551818182;0;0;2.083333333;4.166666667
371;M;F;31;4;41;1.322580645;2.8;88.94;1;58.85;1.4;0;3.23;3.23;6.45;0;19.35;0;9.68;0;12.91;0;-3.21;3.149;0;0;0;0
371;C;F;50;3;68;1.36;7.4;71.44;9.32;7.03;4.56;0;2;0;8;10;18;0;4;6;4;2;-10;2.896666667;0;0;0;0
372;A;F;69;2;87;1.279411765;13;62.35;12.27;1;1;0;4.35;0;7.25;0;24.64;0;0;8.7;0;0;-20.29;3.326875;0;0;0;0
372;E;T;52;2;73;1.431372549;10.9;62.51;4.85;19.9;4.87;1.92;3.85;0;7.69;5.77;19.23;0;1.92;9.62;5.77;0;-7.69;2.744;0;0;0;0
372;G;T;42;3;64;1.56097561;8.6;57.57;1;1;3.2;0;2.38;0;11.9;0;23.81;0;2.38;9.52;0;2.38;-19.05;2.918;0;0;0;0
372;M;F;77;4;96;1.315068493;6.9;78.28;45.12;59.76;39.1;1.3;0;2.6;6.49;0;20.78;0;3.9;2.6;12.99;0;-6.49;2.765454545;0;0;0;1.298701299
372;C;F;42;2;61;1.452380952;10.3;58.62;35.59;39.59;57.46;4.76;2.38;2.38;4.76;0;33.33;0;4.76;0;4.76;0;-21.43;2.889166667;0;0;0;0
373;A;F;69;4;93;1.347826087;6.5;79.3;43.12;17.84;1.92;0;2.9;1.45;4.35;0;13.04;0;0;8.7;8.7;0;-1.44;2.994230769;0;0;0;0
373;E;T;136;5;194;1.458646617;12.5;52.94;44.51;62.35;7.16;0;1.47;0;3.68;0.74;22.06;0;2.21;7.35;13.23;0.74;-5.88;2.514888889;0.735294118;0;0;0
373;G;T;142;5;205;1.474820144;13;51.72;57.45;95.48;20.23;1.41;1.41;2.82;2.11;0;22.54;0;8.45;1.41;3.52;0.7;-15.5;2.477777778;0.704225352;0;0;0
373;M;F;62;4;89;1.483333333;8;64.71;24.16;1.77;1;1.61;9.68;1.61;6.45;0;4.84;0;6.45;6.45;6.45;1.61;14.51;3.080769231;1.612903226;0;0;0
373;C;F;55;4;85;1.545454545;7.5;65.93;24.99;16.38;1;1.82;5.45;1.82;3.64;0;20;0;1.82;3.64;9.09;0;-3.64;3.276666667;0;0;0;0
374;A;F;41;2;62;1.512195122;10.1;59.13;96.46;1;20.23;4.88;4.88;0;9.76;0;17.07;0;0;4.88;0;0;-7.31;2.961176471;0;0;0;0
374;E;T;35;3;60;1.714285714;9;51.14;31.66;1;1;0;5.71;0;8.57;0;25.71;0;2.86;0;8.57;0;-11.43;2.985625;0;0;0;0
374;G;T;53;4;81;1.528301887;7.3;66.44;91.9;2.78;99;11.32;0;0;11.32;0;11.32;0;0;1.89;1.89;0;1.89;2.615555556;0;0;0;1.886792453
374;M;F;50;3;67;1.34;6.3;79.9;74.19;1.46;1;2;10;0;4;2;14;0;0;12;10;2;10;3.023333333;0;0;0;0
374;C;F;39;3;52;1.333333333;4.8;83.66;68.35;1;99;10.26;2.56;0;5.13;0;17.95;0;2.56;0;5.13;0;0;3.060714286;0;0;0;0
375;A;F;52;3;78;1.5;8.9;62.38;95.45;19.9;20.23;3.85;3.85;0;1.92;1.92;15.38;0;0;3.85;11.54;0;5.78;3.075789474;0;0;0;0
375;E;T;51;3;70;1.4;7.4;71.44;74.58;21.25;50.31;1.96;0;1.96;3.92;0;11.76;0;5.88;0;5.88;0;-3.92;2.9125;0;0;0;0
375;G;T;52;3;75;1.442307692;7.7;70.84;91.94;89.39;1;1.92;5.77;0;7.69;1.92;19.23;0;3.85;0;9.62;1.92;0;2.716190476;0;0;0;0
375;M;F;30;3;56;1.866666667;10.7;35.95;77.34;1;72.45;3.33;0;0;3.33;0;16.67;0;0;0;13.33;0;-0.01;2.614166667;0;0;0;0
375;C;F;40;3;56;1.4;6.1;74.9;75.4;7.03;99;7.5;0;0;7.5;0;17.5;0;0;0;12.5;0;2.5;3.148666667;0;0;0;0
376;A;T;60;4;79;1.362068966;6.6;73.68;87.06;3.81;1;1.67;6.67;0;10;0;16.67;0;0;3.33;1.67;0;-6.67;3.305;0;0;0;0
376;E;F;55;5;68;1.283018868;3.9;86.1;11.02;9.55;93.39;5.45;0;0;9.09;3.64;23.64;0;0;3.64;1.82;0;-16.37;3.018333333;0;0;0;0
376;G;F;48;5;62;1.291666667;3.5;87.11;16.96;3.81;1;0;6.25;2.08;16.67;0;10.42;0;0;0;2.08;0;-2.09;2.886153846;0;0;0;0
376;M;T;56;6;87;1.553571429;6.9;62.04;62.1;4.78;99;8.93;0;0;8.93;0;21.43;0;5.36;0;0;0;-12.5;2.682857143;0;5.357142857;0;0
376;C;F;42;5;66;1.571428571;6.6;62.95;18.12;39.59;3.2;2.38;4.76;0;9.52;2.38;26.19;0;0;0;4.76;0;-14.29;2.914666667;0;0;0;0
377;A;T;35;3;46;1.352941176;5.3;76.93;3.8;91.58;1;2.86;8.57;0;5.71;2.86;28.57;0;14.29;2.86;5.72;0;-11.42;2.09375;0;0;0;0
377;E;F;24;3;32;1.391304348;3.9;80.58;49.68;1;1;0;4.17;0;4.17;0;4.17;0;4.17;0;8.33;0;8.33;3.192222222;0;0;0;0
377;G;F;15;2;18;1.2;1.5;97.7;59.67;63.35;20.23;0;0;6.67;6.67;0;13.33;0;0;0;6.67;0;-6.66;2.838333333;0;0;26.66666667;0
377;M;T;39;4;63;1.615384615;7.1;61.53;14.06;99;1;0;7.69;2.56;7.69;0;10.26;0;5.13;0;28.2;0;25.63;2.421818182;0;2.564102564;0;0
377;C;F;21;3;31;1.55;5.9;64.67;18.12;24.32;20.23;0;0;0;4.76;4.76;28.57;0;4.76;0;4.76;4.76;-19.05;2.5575;0;0;0;0
378;A;T;77;3;102;1.378378378;10.6;63.32;23.77;8.03;2.61;1.3;3.9;0;5.19;0;20.78;0;3.9;3.9;5.2;0;-9.09;2.835;0;0;0;0
378;E;F;63;5;96;1.548387097;6.9;67.35;52.08;1;1.48;3.17;6.35;0;4.76;3.17;20.63;0;7.93;1.59;3.17;0;-7.94;2.904074074;0;0;0;1.587301587
378;G;F;87;4;136;1.6;11.6;49.86;31.31;3.41;20.23;0;0;0;8.05;0;17.24;0;0;1.15;4.6;0;-12.64;2.910740741;0;0;0;0
378;M;T;89;4;119;1.4;9.2;66.78;68.74;64.89;20.23;0;0;1.12;6.74;0;14.61;0;7.86;5.62;4.49;1.12;-9;3.016153846;0;2.247191011;0;0
378;C;F;111;5;151;1.398148148;9.4;66.47;30.13;20.17;1;0;7.21;0.9;7.21;1.8;22.52;0;2.7;0.9;7.2;0;-8.11;2.813888889;0;0;0;0
379;A;T;49;4;69;1.408163265;5.7;75.91;22.49;93.64;1;0;6.12;4.08;6.12;2.04;36.73;0;4.08;0;8.16;4.08;-18.37;2.790769231;0;0;0;2.040816327
379;E;F;40;4;57;1.425;4.8;78.25;54.7;15.38;2.86;0;2.5;0;2.5;0;20;0;2.5;5;5;2.5;-10;3.094285714;0;0;0;0
379;G;F;30;4;42;1.448275862;3.8;80.99;3.8;19.26;1.23;0;3.33;0;3.33;10;26.67;0;6.67;0;9.99;0;-13.35;3.030909091;0;0;3.333333333;0
379;M;T;71;4;100;1.492537313;8.7;62.88;76.47;78.86;40.95;2.82;1.41;1.41;1.41;0;18.31;0;5.63;2.82;12.68;0;-1.4;2.878636364;0;1.408450704;0;0
379;C;F;43;4;72;1.674418605;8.7;52.05;64.59;36.92;1;0;4.65;2.33;2.33;6.98;11.63;0;4.66;2.33;11.63;0;4.65;3.2975;0;0;0;0
380;A;T;132;5;157;1.207692308;8.7;78.93;20.83;17.07;30.55;3.03;2.27;2.27;4.55;3.79;21.97;0;1.52;4.55;9.1;0;-7.57;2.927307692;0;0;0;0
380;E;F;98;5;125;1.275510204;7.4;76.96;24.86;1.55;1;3.06;7.14;2.04;6.12;1.02;25.51;0;7.14;5.1;6.12;2.04;-7.15;2.890322581;0;0;0;0
380;G;F;74;5;97;1.347222222;5.4;82.24;55.1;20.17;2.35;0;2.7;1.35;2.7;5.41;12.16;0;4.05;1.35;8.1;0;-1.36;2.730769231;0;0;0;0
380;M;T;95;7;133;1.4;6.2;74.59;42.81;40.84;92.27;5.26;0;2.11;7.37;2.11;21.05;0;1.05;0;18.95;2.11;5.27;2.704285714;0;1.052631579;0;0
380;C;F;80;5;103;1.303797468;5.9;80.82;3.07;28.56;2.86;2.5;5;0;10;2.5;17.5;0;2.5;8.75;11.25;1.25;3.75;2.989310345;0;0;0;0
381;A;T;141;5;183;1.326086957;10.5;68.84;34.02;52.32;12.76;2.13;2.84;1.42;7.09;2.13;18.44;0;2.84;4.97;5.68;1.42;-4.25;2.698974359;0;0;0;0.709219858
381;E;F;121;6;183;1.550847458;11;51.48;19.09;67.76;31.61;4.13;3.31;0.83;6.61;0;20.66;0;0.83;4.13;15.71;3.3;5.79;3.161538462;0.826446281;0;0;0
381;G;F;103;5;148;1.436893204;9;67.49;35.78;52.37;33.82;2.91;1.94;0.97;6.8;0;21.36;0;3.88;0;6.79;2.91;-6.81;2.879032258;0;0;0;0
381;M;T;131;5;196;1.496183206;12.3;53.34;40.15;45.92;42.9;3.82;2.29;3.05;3.05;0;22.14;0;2.29;3.05;9.93;0;-6.1;2.892826087;0.763358779;0.763358779;0;0
381;C;F;105;5;150;1.442307692;9;67.28;22.17;8.28;1;0.95;4.76;1.9;9.52;0;23.81;0;0.95;0;9.52;1.9;-6.68;2.866666667;0;0;0;0
382;A;T;112;5;159;1.432432432;9.6;65.86;28.36;15.38;1;0.89;5.36;0;8.93;0.89;18.75;0;0.89;0;9.82;0;-2.68;2.932727273;0;0;0;0
382;E;F;67;4;96;1.476923077;8.5;63.39;41.48;59.19;20.23;0;0;0;7.46;2.99;14.93;0;0;4.48;8.96;2.98;-2.99;2.891304348;0;0;0;0
382;G;F;104;5;152;1.475728155;10.1;59.03;59.28;37.37;10.65;0.96;1.92;4.81;6.73;2.88;8.65;0;0;0.96;13.46;0;7.69;3.081904762;2.884615385;0.961538462;0;0
382;M;T;102;5;138;1.408163265;8.6;68.5;32.5;53.68;66.58;2.94;0;0.98;3.92;0;12.75;0;3.92;4.9;15.68;0;5.87;2.836296296;0.980392157;1.960784314;0;0
382;C;F;122;6;174;1.45;9.9;59.64;3.7;22.37;20.23;1.64;1.64;12.3;2.46;0;18.85;0;5.74;0;5.74;0;-9.83;2.88125;2.459016393;0;0;0
383;A;T;103;5;152;1.504950495;10;59.43;21.01;59.3;1.89;0;2.91;1.94;4.85;0.97;16.5;0;4.85;1.94;8.74;0;-4.85;2.757241379;0;0;0;0
383;E;F;44;3;56;1.302325581;5.3;82.34;1;89.39;1;2.27;6.82;0;4.55;0;29.55;0;6.82;4.55;4.54;2.27;-13.65;2.819166667;0;0;0;0
383;G;F;58;4;81;1.421052632;6.5;73.88;13.62;1;1.05;0;3.45;5.17;3.45;0;20.69;0;3.45;5.17;5.16;0;-12.08;2.918095238;0;0;0;0
383;M;T;91;5;131;1.455555556;9.1;61.67;60.11;46.1;1.29;3.3;6.59;5.49;7.69;0;13.19;0;2.2;4.4;13.19;0;9.89;2.777272727;0;1.098901099;0;0
383;C;F;49;4;67;1.395833333;5.6;76.22;1;66.12;1;0;6.12;0;10.2;2.04;24.49;0;4.08;4.08;18.36;0;-0.01;2.738333333;0;0;0;0
384;A;T;117;6;151;1.398148148;8;70.13;38.2;85.43;1;0;5.13;0.85;4.27;0;17.09;0;5.13;5.13;8.55;1.7;-1.71;3.025666667;0;0;0;0.854700855
384;E;F;76;4;104;1.386666667;8.3;69.31;29.44;33.61;39.38;5.26;3.95;1.32;11.84;0;17.11;0;1.32;1.32;9.21;0;1.31;3.11826087;0;0;0;0
384;G;F;104;6;129;1.277227723;6.3;79.8;23.79;15.38;65.7;2.88;0;1.92;3.85;0.96;25;0;0.96;6.73;10.58;0.96;-10.58;3.016666667;0;0;0;0.961538462
384;M;T;181;7;220;1.242937853;8.4;79.64;29.25;66.34;20.23;1.1;1.1;0.55;4.42;1.66;15.47;0;1.65;6.07;16.57;0.55;3.86;2.481627907;0;0;0;0
384;C;F;110;7;154;1.466666667;8;64.71;34.49;57.01;1;1.82;5.45;0.91;6.36;0.91;20.91;0;0.91;1.82;10.91;0;-2.73;2.76627907;0;0;0;0
385;A;T;107;5;131;1.247619048;6.8;84;13.94;1.83;5.11;0;1.87;0;10.28;0;14.95;0;3.73;7.47;8.41;0;-4.67;3.279090909;0;0;0;0.934579439
385;E;F;60;4;79;1.316666667;5.6;81.63;34.92;39.59;45.29;5;3.33;0;11.67;3.33;15;0;1.67;3.33;10;0;5;2.222352941;0;0;1.666666667;1.666666667
385;G;F;54;4;65;1.203703704;3.8;91.61;23.88;27.44;20.23;0;0;0;7.41;0;22.22;0;3.7;3.7;5.56;0;-16.66;3.261666667;0;0;0;0
385;M;T;69;5;94;1.382352941;6.2;74.59;68.66;34.62;20.23;0;0;2.9;11.59;0;11.59;0;1.45;0;11.6;1.45;1.46;3.479259259;1.449275362;1.449275362;0;0
385;C;F;66;6;91;1.378787879;5.2;77.23;36.2;39.59;1.71;0;3.03;0;7.58;1.52;12.12;0;1.52;0;15.15;0;6.06;3.247083333;1.515151515;0;0;1.515151515
386;A;T;68;5;100;1.470588235;7.4;66.13;72.12;57.19;1;2.94;10.29;0;7.35;0;19.12;0;0;1.47;13.23;0;8.82;2.688846154;0;0;0;0
386;E;F;87;5;129;1.482758621;8.9;62.27;47.93;16;3.47;1.15;3.45;8.05;1.15;0;13.79;0;3.45;3.45;9.2;2.3;2.31;3.1678125;0;0;0;0
386;G;F;41;4;56;1.4;4.8;78.25;16.76;1;20.23;0;0;0;2.44;0;31.71;0;0;2.44;2.44;2.44;-26.83;2.866428571;0;0;0;0
386;M;T;90;4;129;1.433333333;9.7;65.56;71.95;63.35;93.93;6.67;1.11;4.44;2.22;3.33;18.89;0;0;4.44;13.33;1.11;3.33;3.062592593;0;1.111111111;0;0
386;C;F;72;4;103;1.430555556;8;70.13;58.02;10.18;1;0;5.56;0;5.56;0;22.22;0;0;4.17;6.95;1.39;-8.32;3.029677419;0;0;0;0
387;A;T;76;4;101;1.346666667;7.1;77.77;29.44;42.69;1;0;6.58;3.95;2.63;0;19.74;0;5.26;0;11.84;0;-1.32;2.698888889;0;0;0;1.315789474
387;E;F;64;4;90;1.428571429;7.1;72.36;43.4;15.38;20.23;3.13;3.13;4.69;7.81;0;20.31;0;3.13;3.13;4.69;0;-9.37;2.6124;0;0;0;1.5625
387;G;F;75;3;105;1.438356164;10.4;63.73;95.14;8.82;39.67;1.33;0;4;5.33;0;14.67;0;5.33;0;8;0;-5.34;3.111851852;0;0;0;0
387;M;T;101;5;149;1.520408163;9.8;60.04;26.73;74.7;67.03;3.96;0.99;1.98;2.97;2.97;18.81;0;6.93;0.99;12.87;0;-0.99;2.586176471;0;1.98019802;0;0
387;C;F;77;5;105;1.4;6.8;73.17;95.04;17.57;8.22;0;1.3;1.3;1.3;2.6;10.39;0;0;2.6;10.39;0;1.3;3.05962963;1.298701299;0;0;1.298701299
388;A;T;88;4;116;1.333333333;8.3;74.73;45.12;27.18;55.62;4.55;2.27;0;5.68;2.27;11.36;0;0;2.27;12.5;1.14;9.1;2.799166667;0;0;0;0
388;E;F;45;2;66;1.466666667;10.9;57.1;10.19;87.45;54.76;2.22;0;0;8.89;0;40;0;2.22;2.22;8.88;0;-28.9;2.575;0;0;0;0
388;G;F;44;3;71;1.613636364;9;56.55;89.52;5.07;20.23;2.27;2.27;0;6.82;0;15.91;0;2.27;0;2.27;0;-9.09;2.8685;0;0;0;6.818181818
388;M;T;48;3;66;1.434782609;6.9;72.87;13.27;26.04;20.23;0;0;0;8.33;2.08;14.58;0;2.08;0;14.58;0;0;3.031666667;0;0;0;0
